Adresse,Prix,Ville,Région,Chambres,Salles_de_bain,Salles_d_eau,Étages,Aire_habitable,Taille_terrain,Taxes_municipales,Taxes_scolaires,Électricité,Assurances
"89, chemin des Lapointe",185000,St-André-Du-Lac-St-Jean,Saguenay-Lac-Saint-Jean,2.0,1.0,,2.0,,120000.0,,,,
rue du Père Joseph-Jean,500000,Rimouski (Rimouski),Bas-Saint-Laurent,,,,,,,,,,
"2040, rue Jean-Noel Dion",749000,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),3.0,2.0,1.0,3.0,1159.0,,419301.0,39718.0,299400.0,92400.0
"7-718, rue des Sureaux",389000,Boucherville,Montérégie (Rive-Sud Montréal),2.0,1.0,,1.0,866.0,,167479.0,22333.0,60708.0,61032.0
"1208, rue de l'Etna",470000,Val-Bélair,Québec Rive-Nord,4.0,1.0,1.0,2.0,1356.0,,331160.0,30988.0,264982.0,
"215, rue Merisiers",357500,Rimouski (Rimouski),Bas-Saint-Laurent,2.0,2.0,,1.0,1200.0,,297624.0,20656.0,285600.0,
"809-360, rue Atateken - Le Solano Phase 8",1109900,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,2.0,,1.0,,,,,,
rue de l'Escalade - Par Construction Unik,553000,Boischatel,Québec Rive-Nord,3.0,1.0,1.0,2.0,,6673.0,,,,
Le Market - unité 606,468711,Chomedey,Laval,2.0,1.0,,1.0,989.0,,,,,
"990-992, rue Marquette",550000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),5.0,2.0,,1.0,2108.0,5000.0,326800.0,34800.0,,
"327, avenue Quintal",575000,Laval-des-Rapides,Laval,4.0,1.0,1.0,1.0,1022.0,6835.0,288600.0,32400.0,231200.0,60500.0
"1580, rue du Sommet",410000,Ste-Adèle,Laurentides,3.0,2.0,,2.0,2240.0,16116.0,277000.0,22500.0,,
"206-434, rue Notre-Dame",469900,Repentigny (Repentigny),Lanaudière,2.0,1.0,1.0,1.0,1080.0,,299909.0,30993.0,,
"40, rue Rose",372000,Lavaltrie,Lanaudière,3.0,2.0,,2.0,1035.0,5952.0,267578.0,21196.0,150000.0,
"4376, rue des Guérêts",405000,Cap-Rouge,Québec Rive-Nord,3.0,2.0,1.0,2.0,1408.0,,223800.0,26500.0,189660.0,75600.0
"3852, rue de Belfort",295000,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3.0,3.0,1.0,1.0,1056.0,7500.0,290600.0,19900.0,350000.0,
"6, rue Desbiens",475000,La Malbaie (Pointe-Au-Pic),Charlevoix,3.0,3.0,1.0,1.0,1430.0,34600.0,575240.0,85154.0,,
"23, impasse de la Chatelaine",1199000,Cantley,Outaouais,4.0,2.0,1.0,2.0,2300.0,52741.0,514900.0,53100.0,,
"2-2300, avenue de Vitré",179000,Limoilou,Québec Rive-Nord,3.0,1.0,1.0,1.0,1100.0,,198000.0,13722.0,88000.0,
"11, rue de l'Embellie",849000,Gatineau (Hull),Outaouais,5.0,2.0,2.0,2.0,2200.0,,658778.0,50944.0,90520.0,
"200, rue Gamma",290000,Drummondville (St-Nicéphore),Centre-du-Québec,3.0,2.0,1.0,1.0,864.0,17500.0,182250.0,16604.0,200000.0,170000.0
"., chemin Ouareau Nord - Par Invesco Habitation",1995000,St-Donat,Lanaudière,,,,,,225800.0,,,,
"302-7215, rue Marconi",749000,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,2.0,2.0,,2.0,1160.0,,373400.0,45500.0,97700.0,57800.0
"944-946, rue Leonardo-Da Vinci",599900,Sherbrooke (St-Élie-d'Orford),Estrie,3.0,2.0,1.0,2.0,,,399400.0,45200.0,233500.0,
"412-1935, chemin du Fer à Cheval",599500,Ste-Julie,Montérégie (Rive-Sud Montréal),2.0,2.0,,1.0,,,283638.0,43952.0,,70057.0
"234-16, rue des Jardins-Merici",875000,Montcalm,Québec Rive-Nord,2.0,2.0,,1.0,1722.0,,579100.0,60778.0,175000.0,80000.0
"534, rue Matte",299900,Gatineau (Buckingham),Outaouais,4.0,1.0,1.0,2.0,1150.0,,206000.0,14800.0,180000.0,60000.0
"3-346, rue des Fleurons",775000,Magog,Estrie,5.0,2.0,2.0,2.0,,,,,,
"303-75, rue Pearson",210000,Gatineau (Aylmer),Outaouais,2.0,1.0,,1.0,735.0,,131700.0,7500.0,120000.0,36000.0
"36, rue Marc-Laplante E- Par Danolo Construction",752400,Chateauguay,Montérégie (Rive-Sud Montréal),4.0,2.0,1.0,2.0,,,,,,
"6667, rue de Saint-Vallier",535000,Rosemont / La Petite Patrie,Montréal / l'Île,2.0,1.0,,1.0,900.0,,141608.0,17304.0,,
"2197, boulevard Lafontaine",469000,St-Jérôme (Lafontaine),Laurentides,4.0,2.0,,1.0,980.0,6599.0,226434.0,18474.0,222000.0,
"333, croissant de Bourguignon",559000,Mascouche,Lanaudière,4.0,2.0,1.0,2.0,1420.0,3423.0,363737.0,32300.0,216000.0,132000.0
"301-90, chemin Eardley",259900,Gatineau (Aylmer),Outaouais,3.0,1.0,,1.0,925.0,,145182.0,1767.0,120000.0,36000.0
"402-88, rue Front",219900,Gatineau (Aylmer),Outaouais,2.0,1.0,,1.0,734.0,,131700.0,7500.0,120000.0,60000.0
"202-9175, rue Lennon",364500,Brossard,Montérégie (Rive-Sud Montréal),1.0,1.0,1.0,1.0,560.0,,109800.0,16700.0,25000.0,25000.0
"453, boulevard Yvon-L'Heureux Nord",849000,Beloeil,Montérégie (Rive-Sud Montréal),4.0,2.0,,1.0,1308.0,11679.0,463364.0,40438.0,188121.0,86652.0
"22-4497, boulevard Dagenais Ouest",425000,Fabreville,Laval,3.0,1.0,1.0,1.0,1288.0,,223700.0,21923.0,6000.0,
"449, chemin Catherine-Delzenne",230000,Les Éboulements,Charlevoix,,,,,,35000.0,,,,
"9-1100, rue Cadillac",410000,Limoilou,Québec Rive-Nord,3.0,1.0,,1.0,1040.0,,265983.0,30000.0,151224.0,
"413-2400, avenue de Lisieux",249000,Beauport,Québec Rive-Nord,1.0,1.0,,4.0,776.0,,211900.0,17813.0,76356.0,
"859, chemin Parent",999000,La Pêche (Duclos),Outaouais,4.0,2.0,1.0,2.0,1800.0,,,,,
"1274, rang Sainte-Anne",365000,Métabetchouan-Lac-à-la-Croix,Saguenay-Lac-Saint-Jean,3.0,2.0,,2.0,,,294771.0,19761.0,208500.0,392800.0
"1036, chemin de la Montagne",455000,St-Félicien,Saguenay-Lac-Saint-Jean,3.0,2.0,,2.0,,,,,185000.0,130000.0
"201-1346, rue du Jardin",617900,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3.0,2.0,,2.0,1706.0,,404500.0,38400.0,185000.0,43500.0
"., Rue Sallaberry",896805,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),9.0,3.0,3.0,,,,,,,
"6224, rue des Amarantes",325000,Charny,Québec Rive-Sud (Lévis),4.0,2.0,1.0,1.0,936.0,8950.0,252100.0,22000.0,230000.0,230000.0
"780, boulevard des Chutes",490000,Beauport,Québec Rive-Nord,4.0,3.0,1.0,2.0,2175.0,6066.0,310500.0,29700.0,254800.0,158700.0
"123, rue Guy-Lafleur",95000,Thurso,Outaouais,,,,,,,,,,
"610, chemin Dubé",598000,Compton,Estrie,2.0,1.0,1.0,2.0,1700.0,133288.0,147200.0,19300.0,,
"2791, rue Henri-Paul-Milot",258000,St-Paulin,Mauricie,2.0,2.0,,1.0,1120.0,18869.0,201240.0,11305.0,240000.0,
"48, chemin du Cap-aux-Corbeaux Nord",438000,Baie-St-Paul,Charlevoix,3.0,2.0,,2.0,1408.0,189500.0,280000.0,70000.0,240000.0,40000.0
"2-5033, rue Berri",359000,Le Plateau-Mont-Royal,Montréal / l'Île,2.0,1.0,,1.0,,,157832.0,17981.0,50000.0,34200.0
"101-115, rue Bella",434900,St-Jean-sur-Richelieu (St-Athanase),Montérégie (Rive-Sud Montréal),3.0,1.0,1.0,1.0,1124.0,,246900.0,24286.0,118600.0,44800.0
"141, rue Babineau",334900,Trois-Rivières (St-Louis-De-France),Mauricie,3.0,1.0,1.0,1.0,1115.0,8000.0,258500.0,15636.0,240000.0,111600.0
"7026, avenue Grignon",345000,Charlesbourg,Québec Rive-Nord,4.0,2.0,,1.0,1014.0,7215.0,298500.0,44000.0,215000.0,90000.0
"2018, rue de Fontainebleau",749000,Ste-Julie,Montérégie (Rive-Sud Montréal),6.0,2.0,,1.0,1054.0,7740.0,335500.0,49400.0,340000.0,121700.0
"2072, 85e rue",246000,St-Georges,Chaudière-Appalaches,2.0,2.0,1.0,2.0,1352.0,4740.0,218072.0,18160.0,157300.0,108400.0
"1335, avenue Marguerite-D'Youville",182900,Alma,Saguenay-Lac-Saint-Jean,3.0,1.0,,1.0,,,158997.0,11687.0,80000.0,
"95, rue Day",349000,Paspebiac,Gaspésie-Îles-de-la-Madeleine,5.0,2.0,,1.0,1881.0,3825.0,296405.0,17224.0,345192.0,
", rue des Huarts",390000,Morin-Heights,Laurentides,,,,,,45000.0,,,,
"203-140, rue Radisson",485900,St-Jérôme (St-Jérôme),Laurentides,2.0,1.0,1.0,1.0,1360.0,30000.0,316500.0,28700.0,60000.0,30000.0
"311-360, rue Atateken - Le Solano Phase 8",809900,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,2.0,,1.0,1016.0,,,,,
Condos Lac Archambault - Phase 4,625000,St-Donat,Lanaudière,5.0,2.0,,3.0,1996.0,,,,,
"101-361, rue McDuff",547800,Ste-Julie,Montérégie (Rive-Sud Montréal),2.0,2.0,,1.0,1280.0,,,,,
"63, rue Gisèle-Trudeau- Par Les Entreprises Lachance",363000,Sherbrooke (Brompton),Estrie,3.0,2.0,,1.0,884.0,3657.0,,,,
"2195, rue du Manoir",450000,Drummondville (Drummondville),Centre-du-Québec,3.0,1.0,1.0,1.0,1107.0,8471.0,245834.0,21801.0,262152.0,
"42, rue des Epinettes",625000,Lavaltrie,Lanaudière,4.0,2.0,,2.0,2400.0,7200.0,381887.0,32608.0,331788.0,112800.0
"255, rue Verreau",689000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4.0,2.0,,1.0,1175.0,5900.0,62000.0,25805.0,,
"803, rue Richelieu",349900,St-Roch-De-Richelieu,Montérégie (Rive-Sud Montréal),3.0,1.0,1.0,1.0,1180.0,,229305.0,17222.0,123751.0,8500.0
"4724B, rue Messier",378500,Le Plateau-Mont-Royal,Montréal / l'Île,1.0,1.0,1.0,3.0,518.0,,136000.0,17000.0,55000.0,25500.0
"157, chemin de la Serpentine",899999,St-Étienne-De-Bolton,Estrie,2.0,1.0,,1.0,1200.0,,,,,
"263, Saint-Honoré",435500,Beauport,Québec Rive-Nord,3.0,1.0,1.0,2.0,1350.0,16062.0,,,,
"9, chemin du Sommet - Par Laforest Habitat Durable",475000,Bowman,Outaouais,2.0,1.0,,1.0,1335.0,50342.0,,,,
"4997, chemin du Parc",225000,Orford,Estrie,1.0,1.0,,1.0,,,115000.0,9000.0,,
"10360, rue Tolhurst",1049000,Ahuntsic / Cartierville,Montréal / l'Île,4.0,2.0,,1.0,1300.0,2813.0,468000.0,58500.0,267500.0,95000.0
"330, rue des Chalets",1500000,Victoriaville,Centre-du-Québec,11.0,6.0,1.0,,,,1237100.0,,,
"405-360, rue Atateken - Le Solano Phase 8",759900,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,1.0,1.0,883.0,,,,,
", rue des Flandres",225000,Waterloo,Estrie,,,,,,,,,,
"1264, rue de l'Etna",267000,Val-Bélair,Québec Rive-Nord,3.0,1.0,1.0,1.0,640.0,3229.0,220000.0,30000.0,150000.0,
"710, boulevard de la Magdeleine",795000,La Prairie,Montérégie (Rive-Sud Montréal),4.0,2.0,1.0,2.0,1811.0,6000.0,341295.0,42435.0,282500.0,
"1449, rang de la Rivière N",445000,St-Pie,Montérégie (Rive-Sud Montréal),4.0,1.0,,2.0,,,90626.0,13200.0,,67000.0
"24-255, rue Séraphin",339900,Ste-Adèle,Laurentides,3.0,1.0,1.0,2.0,1248.0,,186978.0,10882.0,201859.0,
"35-35A-35B, rue Joffre",495000,Gatineau (Hull),Outaouais,5.0,3.0,,,,5000.0,362886.0,16005.0,139000.0,312000.0
"44, boulevard Gouin O",1399000,Ahuntsic / Cartierville,Montréal / l'Île,5.0,3.0,1.0,2.0,,,524493.0,65884.0,,
"10-351C, rue du Plateau",168000,Beaupré,Québec Rive-Nord,2.0,1.0,,1.0,,,126840.0,8021.0,,47197.0
de l'aeroparc - Modèle Pierre de lune 3 - Par Construction Briand,339900,Lachute,Laurentides,2.0,1.0,,1.0,810.0,5000.0,,,,
"4-235, rue de Dublin",384999,Gatineau (Aylmer),Outaouais,2.0,1.0,,3.0,,,308000.0,24000.0,,
"60-62-64, rue Railroad",215890,Stanstead,Estrie,7.0,3.0,,,,,276352.0,8666.0,,
"156, 50e rue Est",500000,Venise-En-Quebec,Montérégie (Rive-Sud Montréal),2.0,1.0,,2.0,1480.0,13742.0,495300.0,47300.0,,
"1020, rue du Monarque",685000,Prévost,Laurentides,3.0,2.0,1.0,2.0,1447.0,,325000.0,57669.0,271220.0,171400.0
"3-307, rue de l'Aigle",619900,Carignan,Montérégie (Rive-Sud Montréal),2.0,1.0,1.0,1.0,1346.0,,241932.0,40305.0,64500.0,
"211, rue Marie-Duteau",299000,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,4.0,2.0,,1.0,884.0,4660.0,318500.0,13100.0,240000.0,102800.0
"30, rue Cédric",575000,Val-Des-Monts (Perkins),Outaouais,4.0,2.0,,,,43560.0,442025.0,39444.0,220000.0,190000.0
"8, rue de la Villa",167500,St-Jean-De-Dieu,Bas-Saint-Laurent,5.0,2.0,,1.0,1200.0,5688.0,233380.0,9016.0,125400.0,
"6000, boulevard Payer",599000,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4.0,1.0,1.0,1.0,1370.0,6024.0,362000.0,36000.0,187000.0,120000.0
"451, 2e Rue",265000,Louiseville,Mauricie,3.0,1.0,1.0,1.0,1120.0,,185495.0,9574.0,152484.0,88100.0
"5104, avenue des Générations",355000,Charny,Québec Rive-Sud (Lévis),3.0,1.0,1.0,2.0,,,299500.0,23000.0,262700.0,
"257, avenue Gauthier",325000,St-Charles-De-Bellechasse,Chaudière-Appalaches,4.0,2.0,,1.0,1900.0,,301000.0,22600.0,113500.0,86200.0
chemin de la Sainte-Monique,49900,Petite-Rivière-St-François,Charlevoix,,,,,,47000.0,,,,
"407-201, chemin du Club-Marin",610000,L'Ile Des Soeurs,Montréal / l'Île,2.0,2.0,,1.0,1070.0,,263935.0,32010.0,60000.0,
Le Market - unité 306,550467,Chomedey,Laval,2.0,1.0,,1.0,1238.0,,,,,
"5925, rue Bellefeuille",635000,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,8.0,4.0,2.0,,,7750.0,632000.0,37100.0,,
"880, rue Fafard",449000,St-Alexis-Des-Monts,Mauricie,2.0,1.0,,1.0,780.0,100000.0,,,,50000.0
"110-1780, rue des Saphirs",329900,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2.0,1.0,1.0,3.0,1006.0,,163696.0,16084.0,120000.0,
"6528746, chemin Bouffard",1500000,St-Denis-De-Brompton,Estrie,,,,,,,,,,
"44, rue Paul Albert",839999,Blainville,Laurentides,4.0,2.0,,1.0,1405.0,6081.0,396300.0,42600.0,240000.0,
"574, rue René-Richard - Par Terrain Dev Immobilier inc.",289900,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),2.0,1.0,1.0,2.0,,4443.0,,,,
"273, rue Plessis - Par Construction Serge Brouillette",432000,Drummondville (Drummondville),Centre-du-Québec,2.0,1.0,,1.0,1400.0,6372.0,,,,
"C7-10037, boulevard St-Laurent - Axe St-Laurent 2",494999,Ahuntsic / Cartierville,Montréal / l'Île,2.0,1.0,,3.0,970.0,,,,,
"200, rue du Beau-Mont - Le Pavillon sur le Golf",475000,Beaupré,Québec Rive-Nord,1.0,1.0,,1.0,,,,,,
"1287, rue Arthur-Labrie",449500,Ste-Foy,Québec Rive-Nord,4.0,2.0,,1.0,1604.0,,369910.0,35464.0,,
"273, rue des Parulines",549900,St-Germain-De-Grantham,Centre-du-Québec,5.0,2.0,,2.0,1638.0,10678.0,259781.0,29116.0,,
"273, rue des Parulines",549900,St-Germain-De-Grantham,Centre-du-Québec,5.0,2.0,,2.0,1638.0,10678.0,259781.0,29116.0,,
"A-343, route 219 Sud",329000,Hemmingford,Montérégie (Rive-Sud Montréal),2.0,1.0,1.0,1.0,1078.0,,130000.0,,100000.0,40000.0
"71, rue Sherbrooke",549900,Gatineau (Hull),Outaouais,5.0,3.0,,,,,351948.0,25849.0,133692.0,351948.0
"F-281, rue Albert-Ouellet",200000,Charlesbourg,Québec Rive-Nord,2.0,1.0,,1.0,900.0,,184188.0,13960.0,,
"1259, rue des Éperviers",809000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4.0,1.0,1.0,2.0,2010.0,6763.0,413900.0,44100.0,400000.0,
"1103, rue Saint-Viateur",319000,Joliette,Lanaudière,2.0,1.0,1.0,2.0,1106.0,,209443.0,13277.0,104074.0,
"102-31, chemin Victor-Nymark",385000,St-Sauveur,Laurentides,1.0,1.0,,1.0,,,303000.0,14400.0,50000.0,230800.0
"3205, avenue Lebrun",798000,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3.0,2.0,2.0,2.0,1680.0,3071.0,422000.0,48700.0,175000.0,
"630, boulevard du Lac",469900,Charlesbourg,Québec Rive-Nord,3.0,2.0,1.0,1.0,1204.0,15190.0,336300.0,30400.0,226400.0,85200.0
"102-2350, avenue Desaulniers",229000,St-Hyacinthe,Montérégie (Rive-Sud Montréal),2.0,1.0,,3.0,,,174059.0,13599.0,85000.0,
"536, rue Chagnon",565900,Gatineau (Aylmer),Outaouais,3.0,3.0,1.0,2.0,1500.0,,347600.0,25800.0,69800.0,140000.0
"102, rue Lavallée",212000,Loretteville,Québec Rive-Nord,,,,,,,,14400.0,,
"862, rue Maple",649000,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4.0,2.0,,3.0,1410.0,5950.0,351039.0,37554.0,27500.0,
"206-15205, rue du Faucon",320000,Mirabel (St-Canut),Laurentides,2.0,1.0,,1.0,1041.0,,,,,
"2468, rue de la Faune",175000,St-Émile,Québec Rive-Nord,2.0,1.0,1.0,2.0,824.0,4070.0,190203.0,13722.0,,
"4065, rue Chardin",750000,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,5.0,3.0,1.0,2.0,2902.0,18200.0,528465.0,43400.0,450000.0,635900.0
"212, rue de Gallichan",549999,Gatineau (Gatineau),Outaouais,3.0,2.0,1.0,2.0,1775.0,,325696.0,,50000.0,
"63-65, rue des Grenats",199995,St-Henri-de-Lévis,Chaudière-Appalaches,,,,,,11629.0,99306.0,11534.0,,
"306-2635, rue de la Picardie",275000,Ste-Foy,Québec Rive-Nord,2.0,1.0,1.0,1.0,1013.0,,224150.0,19000.0,100000.0,45000.0
"1323, rue Hebert",189000,Desbiens,Saguenay-Lac-Saint-Jean,,,,,,9000.0,162894.0,3456.0,150000.0,199310.0
"63, rue Martin",515000,Blainville,Laurentides,4.0,1.0,1.0,1.0,864.0,4770.0,228400.0,25000.0,155000.0,90000.0
"349, rue de Limoilou",622000,Ste-Julie,Montérégie (Rive-Sud Montréal),4.0,1.0,1.0,3.0,1440.0,5200.0,,,,
"63, chemin du Richelieu",900000,McMasterville,Montérégie (Rive-Sud Montréal),2.0,2.0,1.0,2.0,2546.0,10405.0,542775.0,68700.0,85863.0,
", chemin du Cordon",299000,Verchères,Montérégie (Rive-Sud Montréal),,,,,,,,,,
"230, 4e Avenue",469900,Terrebonne (Terrebonne),Lanaudière,3.0,2.0,,1.0,900.0,5000.0,256642.0,21381.0,190000.0,90000.0
"37, rue des Cèdres",350000,Magog,Estrie,3.0,2.0,,1.0,,18309.0,283103.0,30000.0,183660.0,
"10, rue Madeleine",145000,Ste-Agathe-Des-Monts,Laurentides,,,,,,14700.0,,,,
"71, terrasse Dufferin",430000,Ste-Rose,Laval,3.0,2.0,,2.0,,,223237.0,22296.0,22742.0,
"357, 11e Rang",449000,Bolton-Est,Estrie,,,,,,,73060.0,8095.0,,
"1931, rue Deschênes",245000,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,4.0,1.0,1.0,1.0,,,265912.0,17202.0,270000.0,104800.0
"27-50, rue McGill",585000,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,2.0,1.0,,1.0,850.0,198.0,306000.0,38600.0,56500.0,45200.0
"171, rue Joseph-Bresse",229500,Chambly,Montérégie (Rive-Sud Montréal),1.0,1.0,1.0,1.0,,,105300.0,10250.0,,
"155, rue Dufour",327000,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,4.0,2.0,1.0,1.0,1080.0,,163599.0,15778.0,230370.0,
"., Sortie des Commissaires",75000,St-Gilles,Chaudière-Appalaches,,,,,,,,,,
"1447, rue Annette-Leclerc",430000,Ste-Foy,Québec Rive-Nord,4.0,2.0,,4.0,,,331227.0,29764.0,220000.0,
"88, Du Violoncelle",599000,Ste-Marguerite-Du-Lac-Masson,Laurentides,3.0,1.0,1.0,2.0,1600.0,32557.0,235100.0,33300.0,,
"5-620, rue Forbes",369000,Vaudreuil-Dorion,Montérégie Ouest,2.0,1.0,,4.0,1156.0,,180900.0,18473.0,,
"580, 528 6e avenue",889000,Lachine,Montréal / l'Île,3.0,2.0,,,,,383000.0,47053.0,,
"3243, boulevard Désourdy",624000,Carignan,Montérégie (Rive-Sud Montréal),4.0,2.0,1.0,2.0,1388.0,,285115.0,30519.0,130000.0,
"750, rue Saint-Jean",189000,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4.0,2.0,,2.0,1456.0,3520.0,240000.0,10900.0,315000.0,114700.0
"39, rue de Salernes",519999,Gatineau (Gatineau),Outaouais,3.0,1.0,1.0,2.0,1819.0,5015.0,361331.0,27986.0,270000.0,
"285, rue du Petit Village",579990,Gatineau (Masson-Angers),Outaouais,3.0,2.0,1.0,2.0,1668.0,,,,,
Rue Arnold - Le Ming 2 - Par Construction Briand,406720,Grenville,Laurentides,2.0,1.0,,1.0,998.0,,,,,
"91, Mnt Hurtubise - Par Construction Briand",789900,Morin-Heights,Laurentides,3.0,2.0,,1.0,,58980.0,,,,
"901-903, rue Notre-Dame",649000,Gatineau (Gatineau),Outaouais,3.0,2.0,,,,16545.0,307228.0,21767.0,276600.0,174629.0
"1030, rue Georges",435000,Gatineau (Buckingham),Outaouais,3.0,2.0,,1.0,1200.0,,274757.0,19538.0,,
"3785, rue de Landerneau",389000,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,4.0,2.0,,1.0,1144.0,7650.0,,,,
"201-680, 36e Avenue",389000,Lachine,Montréal / l'Île,2.0,1.0,,2.0,823.0,,182583.0,19476.0,,
"111, chemin des Affluents - Domaine de la Fable - PAR Construction McKinley",348900,Stoneham,Québec Rive-Nord,3.0,1.0,1.0,2.0,1230.0,2131.0,,,,
"1679, rue Laurent-Hubert",495000,Contrecoeur,Montérégie (Rive-Sud Montréal),3.0,2.0,1.0,2.0,1280.0,3940.0,221126.0,22460.0,264000.0,120000.0
"101-3015, rue Savio",195000,Sherbrooke (Jacques-Cartier),Estrie,2.0,1.0,,1.0,1037.0,,167900.0,13000.0,108000.0,55400.0
"64, rue des Grands-Bois",389900,Breakeyville,Québec Rive-Sud (Lévis),4.0,1.0,2.0,2.0,1456.0,,311700.0,28800.0,288000.0,156500.0
"19, chemin de la Montagne",710000,La Macaza,Laurentides,3.0,2.0,,2.0,,50000.0,,,,
"618, avenue Principale",282000,St-Malachie,Chaudière-Appalaches,4.0,3.0,1.0,2.0,2006.0,,273600.0,14200.0,182000.0,
"1703, rue des Pelouses",285000,Ste-Julienne,Lanaudière,3.0,1.0,,1.0,1200.0,11000.0,289251.0,36500.0,138000.0,12500.0
"13, avenue Nicolas-Godbout",218500,Baie-Comeau,Côte-Nord,3.0,2.0,,1.0,,,305387.0,13223.0,245000.0,
"700, rue Blaise",649900,Fabreville,Laval,3.0,1.0,1.0,2.0,1592.0,5454.0,330000.0,38000.0,188000.0,
"229, chemin Redmond",569000,St-Gabriel-De-Valcartier,Québec Rive-Nord,4.0,1.0,1.0,2.0,1843.0,,137122.0,37320.0,379000.0,
"3010, rue Jeannotte",559000,Mascouche,Lanaudière,3.0,2.0,1.0,2.0,1420.0,,231000.0,26000.0,200000.0,
"401-7200, boulevard des Galeries d'Anjou",423000,Anjou,Montréal / l'Île,2.0,1.0,,1.0,1025.0,,228376.0,23951.0,149127.0,
"3647, rue Sainte-Catherine",295000,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3.0,2.0,,1.0,768.0,10000.0,299915.0,20286.0,339300.0,
"1607, avenue de Lorient",315000,Charlesbourg,Québec Rive-Nord,4.0,2.0,,1.0,,,260000.0,22000.0,150000.0,
"10371, rue des Riverins",1299000,Sherbrooke (Deauville),Estrie,4.0,3.0,2.0,2.0,2948.0,,711608.0,53659.0,292591.0,215184.0
"398, rue du Rocher",369900,Sts-Anges,Chaudière-Appalaches,3.0,1.0,,1.0,1263.0,22988.0,308000.0,22200.0,220000.0,
"335, route du Carrefour",1000000,Val-Des-Monts,Outaouais,,,,,,,,,,
"440, rue Saint-François",250000,Portneuf,Portneuf,3.0,1.0,1.0,1.0,,,213700.0,13900.0,114000.0,
"76-78, rue Principale",525000,St-Michel-de-Bellechasse,Chaudière-Appalaches,,,,,,,435783.0,,680000.0,
"6-130, rue Marie-Victorin",349900,St-Eustache,Laurentides,2.0,1.0,,1.0,1152.0,,198739.0,16807.0,114830.0,33300.0
"1346, rue du Clos-Frantin",569000,Prévost,Laurentides,2.0,1.0,1.0,2.0,1430.0,,277241.0,24112.0,130000.0,145000.0
"39, rue de l'Aviation",489500,Lévis,Québec Rive-Sud (Lévis),3.0,2.0,1.0,2.0,1471.0,12535.0,329400.0,31400.0,211100.0,106300.0
"1804, rue de Lunebourg",485000,Vimont,Laval,3.0,2.0,,1.0,936.0,7000.0,275000.0,80000.0,180000.0,
"10782, avenue du Parc-Georges",870000,Montréal-Nord,Montréal / l'Île,5.0,3.0,1.0,2.0,2636.0,3368.0,521052.0,56586.0,263823.0,141264.0
"485, rue de la Paumelle",529000,Beauport,Québec Rive-Nord,3.0,2.0,,1.0,,,407606.0,39288.0,113254.0,88200.0
"3, chemin des Tournesols",475000,La Pêche (Ste-Cecile-De-Masham),Outaouais,2.0,1.0,,1.0,1128.0,,195933.0,18592.0,,
"317, rue des Chênes",269000,Portneuf,Portneuf,4.0,1.0,,1.0,918.0,,212500.0,,,
"6175, rue Cavalieri",865000,Brossard,Montérégie (Rive-Sud Montréal),4.0,2.0,,2.0,2080.0,3252.0,346900.0,49275.0,118278.0,123279.0
"5, rang Saint Anne",560000,Drummondville (Drummondville),Centre-du-Québec,1.0,1.0,1.0,2.0,844.0,,187242.0,15159.0,,
"30, chemin des Buis",639000,Lac-Beauport,Québec Rive-Nord,3.0,1.0,1.0,2.0,1530.0,9890.0,,,,
"4019, 6e Rue",540000,Chomedey,Laval,5.0,2.0,1.0,1.0,,,240000.0,48000.0,240000.0,153600.0
"133, rue du Seigle",475000,St-Augustin-De-Desmaures,Québec Rive-Nord,3.0,1.0,1.0,2.0,,18100.0,412100.0,55500.0,120000.0,
"100-102, rue Georges",399000,St-Alphonse-de-Granby,Estrie,3.0,1.0,,,,40131.0,,21330.0,,
"119, rue Céline",394500,St-Alphonse-de-Granby,Estrie,4.0,1.0,1.0,1.0,949.0,28646.0,190000.0,14367.0,,
